date,city,temp,feels_like,temp_min,temp_max,humidity,pressure,weather_main,weather_desc,wind_speed,wind_deg,clouds_pct,visibility_m,rain_1h_mm,snow_1h_mm
2026-06-10,Incheon,18.65,18.42,18.65,18.65,71,1010,Clear,clear sky,1.37,292,0,10000,0,0
2026-06-10,Daegu,16.73,16.36,16.73,16.73,73,1010,Clear,clear sky,0.77,343,4,10000,0,0
2026-06-10,Daejeon,14.92,14.87,14.92,14.92,92,1011,Clear,clear sky,1.5,194,0,10000,0,0
2026-06-10,Gwangju,15.49,15.16,15.49,15.49,79,1011,Clear,clear sky,0.97,181,0,10000,0,0
2026-06-10,Ulsan,16.53,16.25,16.53,16.53,77,1010,Clouds,scattered clouds,1.58,285,38,10000,0,0
2026-06-10,Suwon,18.22,17.98,18.22,18.22,72,1010,Clear,clear sky,1.38,210,0,10000,0,0
2026-06-10,Jeju,20.2,19.95,20.2,20.2,64,1012,Clouds,scattered clouds,3.96,241,34,10000,0,0
2026-06-11,Seoul,19.13,18.82,19.13,19.13,66,1013,Clouds,few clouds,2.31,237,14,10000,0,0
2026-06-11,Busan,18.81,18.6,18.81,18.81,71,1012,Clouds,few clouds,2.7,312,19,10000,0,0
2026-06-11,Incheon,18.49,18.38,18.49,18.49,76,1013,Clear,clear sky,3.52,262,1,10000,0,0
2026-06-11,Daegu,16.68,16.39,16.68,16.68,76,1013,Clear,clear sky,1.21,309,0,10000,0,0
2026-06-11,Daejeon,14.69,14.56,14.69,14.69,90,1014,Clear,clear sky,2.2,203,0,10000,0,0
2026-06-11,Gwangju,15.35,15.32,15.35,15.35,91,1015,Clear,clear sky,0.89,20,0,10000,0,0
2026-06-11,Ulsan,16.69,16.27,16.69,16.69,71,1012,Clear,clear sky,2.51,300,6,10000,0,0
2026-06-11,Suwon,18.16,17.96,18.16,18.16,74,1013,Clouds,scattered clouds,2.06,254,29,10000,0,0
2026-06-11,Jeju,19.65,19.58,19.65,19.65,73,1015,Clear,clear sky,3.06,248,0,10000,0,0
2026-06-12,Seoul,20.87,20.42,20.87,20.87,54,1013,Clear,clear sky,1.19,244,0,10000,0,0
2026-06-12,Busan,19.63,19.53,19.63,19.63,72,1013,Clouds,overcast clouds,1.87,263,100,10000,0,0
2026-06-12,Incheon,19.96,19.79,19.96,19.96,68,1013,Clear,clear sky,2.2,232,0,10000,0,0
2026-06-12,Daegu,19.33,19.12,19.33,19.33,69,1013,Clouds,overcast clouds,0.84,220,99,10000,0,0
2026-06-12,Daejeon,16.21,15.92,16.21,16.21,78,1014,Clouds,overcast clouds,1.3,213,99,10000,0,0
2026-06-12,Gwangju,17.31,17.11,17.31,17.31,77,1014,Clouds,overcast clouds,0.66,103,100,10000,0,0
2026-06-12,Ulsan,18.72,18.19,18.72,18.72,59,1012,Clouds,overcast clouds,1.86,281,100,10000,0,0
2026-06-12,Suwon,19.9,19.59,19.9,19.9,63,1013,Clear,clear sky,1.18,248,0,10000,0,0
2026-06-12,Jeju,21.87,21.86,21.87,21.87,67,1014,Clouds,overcast clouds,2.24,203,100,10000,0,0
2026-06-13,Seoul,24.14,23.71,24.14,24.14,42,1012,Clouds,overcast clouds,1.69,219,95,10000,0.0,0
2026-06-13,Busan,20.04,20.01,20.04,20.04,73,1012,Clouds,overcast clouds,1.38,286,100,10000,0.0,0
2026-06-13,Incheon,21.68,21.6,21.68,21.68,65,1011,Clouds,overcast clouds,1.81,176,95,10000,0.0,0
2026-06-13,Daegu,19.9,19.83,19.9,19.9,72,1012,Clear,clear sky,1.79,198,1,10000,0.0,0
2026-06-13,Daejeon,18.73,19.09,18.73,18.73,93,1012,Clouds,overcast clouds,0.9,222,100,10000,0.0,0
2026-06-13,Gwangju,19.52,19.67,19.52,19.52,82,1012,Clouds,overcast clouds,1.06,150,100,10000,0.0,0
2026-06-13,Ulsan,17.87,17.51,17.87,17.87,69,1012,Clouds,scattered clouds,1.79,249,34,10000,0.0,0
2026-06-13,Suwon,22.43,22.35,22.43,22.43,62,1012,Clouds,broken clouds,1.39,209,83,10000,0.0,0
2026-06-13,Jeju,22.47,22.76,22.47,22.47,76,1012,Rain,light rain,0.85,283,100,10000,0.13,0
2026-06-14,Seoul,21.74,21.77,21.74,21.74,69,1012,Clouds,broken clouds,1.88,12,62,10000,0,0
2026-06-14,Busan,20.45,20.8,20.45,20.45,86,1013,Clouds,scattered clouds,1.36,45,41,10000,0,0
2026-06-14,Incheon,22.12,22.11,22.12,22.12,66,1012,Clouds,scattered clouds,2.23,5,49,10000,0,0
2026-06-14,Daegu,19.25,19.45,19.25,19.25,85,1013,Clouds,scattered clouds,1.13,128,37,10000,0,0
2026-06-14,Daejeon,17.84,17.85,17.84,17.84,83,1013,Clouds,broken clouds,0.47,332,67,10000,0,0
2026-06-14,Gwangju,18.61,18.82,18.61,18.61,88,1013,Clouds,broken clouds,0.87,121,57,10000,0,0
2026-06-14,Ulsan,18.04,18.38,18.04,18.04,95,1013,Clear,clear sky,0.71,258,7,10000,0,0
2026-06-14,Suwon,21.95,22.05,21.95,21.95,71,1012,Clouds,scattered clouds,0.55,173,42,10000,0,0
2026-06-14,Jeju,21.91,22.14,21.91,21.91,76,1012,Clouds,broken clouds,2.64,153,68,10000,0,0
2026-06-15,Seoul,24.39,24.14,24.39,24.39,48,1014,Clouds,overcast clouds,0.86,160,100,10000,0,0
2026-06-15,Busan,19.62,19.49,19.62,19.62,71,1015,Clouds,overcast clouds,2.69,17,98,10000,0,0
2026-06-15,Incheon,22.12,22.01,22.12,22.12,62,1014,Clouds,overcast clouds,1.75,262,100,10000,0,0
2026-06-15,Daegu,18.44,18.4,18.44,18.44,79,1016,Clouds,overcast clouds,1.12,79,100,10000,0,0
2026-06-15,Daejeon,19.28,19.3,19.28,19.28,78,1015,Clouds,overcast clouds,1.03,136,100,10000,0,0
2026-06-15,Gwangju,18.36,18.42,18.36,18.36,83,1015,Clouds,overcast clouds,1.85,68,100,10000,0,0
2026-06-15,Ulsan,17.41,17.32,17.41,17.41,81,1016,Clouds,overcast clouds,2.27,329,97,10000,0,0
2026-06-15,Suwon,22.69,22.48,22.69,22.69,56,1014,Clouds,overcast clouds,0.86,150,100,10000,0,0
2026-06-15,Jeju,22.09,22.52,22.09,22.09,83,1013,Clouds,broken clouds,4.29,103,80,10000,0,0
2026-06-16,Seoul,24.97,24.8,24.97,24.97,49,1013,Clear,clear sky,0.67,152,2,10000,0,0
2026-06-16,Busan,21.75,21.91,21.75,21.75,74,1013,Clouds,broken clouds,2.8,43,56,10000,0,0
2026-06-16,Incheon,23.13,23.09,23.13,23.13,61,1013,Clear,clear sky,1.0,227,2,10000,0,0
2026-06-16,Daegu,19.87,20.08,19.87,19.87,83,1014,Clouds,few clouds,1.05,68,23,10000,0,0
2026-06-16,Daejeon,19.74,19.94,19.74,19.74,83,1013,Clear,clear sky,0.93,114,8,10000,0,0
2026-06-16,Gwangju,21.36,21.67,21.36,21.36,81,1013,Clouds,broken clouds,1.96,109,81,10000,0,0
2026-06-16,Ulsan,20.11,20.27,20.11,20.11,80,1014,Clouds,broken clouds,0.84,316,57,10000,0,0
2026-06-16,Suwon,24.02,23.97,24.02,24.02,57,1013,Clear,clear sky,1.34,133,2,10000,0,0
2026-06-16,Jeju,23.27,24.0,23.27,23.27,90,1011,Clouds,overcast clouds,3.99,118,100,10000,0,0
2026-06-17,Seoul,23.21,23.21,23.21,23.21,62,1010,Clouds,broken clouds,1.61,260,72,10000,0,0
2026-06-17,Busan,22.16,22.73,22.16,22.16,88,1010,Clouds,broken clouds,1.04,219,67,10000,0,0
2026-06-17,Incheon,20.71,20.98,20.71,20.71,82,1010,Clouds,broken clouds,2.4,279,82,10000,0,0
2026-06-17,Daegu,21.28,22.0,21.28,21.28,97,1010,Clouds,broken clouds,1.41,195,62,10000,0,0
2026-06-17,Daejeon,21.1,21.77,21.1,21.1,96,1010,Clouds,overcast clouds,0.6,60,98,10000,0,0
2026-06-17,Gwangju,21.44,22.12,21.44,21.44,95,1010,Clouds,overcast clouds,1.33,124,100,10000,0,0
2026-06-17,Ulsan,19.98,20.51,19.98,19.98,95,1010,Clouds,scattered clouds,0.84,252,45,10000,0,0
2026-06-17,Suwon,22.16,22.44,22.16,22.16,77,1010,Clouds,overcast clouds,0.53,322,98,10000,0,0
2026-06-17,Jeju,23.06,23.75,23.06,23.06,89,1010,Clouds,broken clouds,0.51,217,78,10000,0,0
